RuleID,RuleName,LostType,SeverityLevel,ApplicableFormationType,FormationProperties,GeologicalFeatures,MechanismShort,MechanismDetail,ConditionsText,ConditionsStructured,TimePattern,IdentificationFeatures,TypicalCurve,KeyParameters,MeasurementMethods,RiskLevel,TypicalLossRate,LossBehavior,Source
MR_102,枯竭油气藏压差驱动漏失-中度,渗透性漏失,中度,"[""注采不平衡区"", ""压力异常低""]","{""pore_pressure"": ""低"", ""heterogeneity"": ""强""}","[""压力异常区""]",枯竭油气藏压差驱动漏,非均质压力场可能导致局部漏失与漏速波动。 监测流量与泥浆池体积可用于识别持续漏失。,监测流量与泥浆池体积可用于识别持续漏失。,"{""logic"": ""see KeyParameters"", ""key"": [""压力剖面"", ""流量"", ""池体积""]}",缓慢持续,"[""返出量下降"", ""起下钻后变化"", ""ECD升高""]",返出量下降-池体积下,"[""压力剖面"", ""流量"", ""池体积""]","[""PWD/MWD压"", ""进出流量监测"", ""泥浆池体积平衡""]",中,低~中,可能伴随井壁稳定性问题，需要综合处理。,《井漏机理和对策》
MR_103,压力窗口狭窄/特殊工况漏失-中度,多类型漏失,中度,"[""高温高压地层"", ""压力敏感""]","{""environment"": ""HPHT"", ""TP"": ""强""}","[""HPHT效应""]",压力窗口狭窄/特殊工,在HPHT条件下流变与压力响应变化，易出现漏失敏感区段。 控压钻井（MPD）可用于降低风险并维持窗口内作业。,控压钻井（MPD）可用于降低风险并维持窗口内作业。,"{""logic"": ""see KeyParameters"", ""key"": [""温度T"", ""压力P"", ""流变参数""]}",逐步加剧,"[""返出量下降"", ""ECD升高"", ""泥浆池体积减少""]",返出量下降-池体积下,"[""温度T"", ""压力P"", ""流变参数""]","[""PWD/MWD压"", ""测井解释"", ""进出流量监测""]",高,中,若不干预可能升级为严重漏失或全漏失，需及时采取控压与堵漏。,《井漏机理和对策》
MR_104,枯竭油气藏压差驱动漏失-中度,渗透性漏失,中度,"[""枯竭碳酸盐岩储层"", ""低孔隙压力""]","{""pore_pressure"": ""很低"", ""vuggy"": ""可能""}","[""采出区""]",枯竭油气藏压差驱动漏,枯竭程度越高，压差驱动越强，漏失更易发生。 适当降低密度或采用控压钻井有助于降低压差。,适当降低密度或采用控压钻井有助于降低压差。,"{""logic"": ""see KeyParameters"", ""key"": [""枯竭程度"", ""ECD"", ""返出量""]}",缓慢持续,"[""泥浆池体积减少"", ""起下钻后变化"", ""返出量下降""]",返出量下降-池体积下,"[""枯竭程度"", ""ECD"", ""返出量""]","[""进出流量监测"", ""测井解释"", ""PWD/MWD压""]",中,中,可通过降低ECD与滤失控制措施缓解；必要时配合堵漏。,《井漏机理和对策》
MR_105,枯竭油气藏压差驱动漏失-轻度,渗透性漏失,轻度,"[""枯竭砂岩油藏"", ""采出程度高""]","{""pore_pressure"": ""低"", ""depletion"": ""高""}","[""枯竭""]",枯竭油气藏压差驱动漏,孔隙压力降低导致井底压差增大，钻井液沿渗透通道持续进入地层。 当静液柱压力显著高于孔隙压力时，渗透性漏失更易出现。,当静液柱压力显著高于孔隙压力时，渗透性漏失更易出现。,"{""logic"": ""see KeyParameters"", ""key"": [""孔隙压力"", ""密度ρ"", ""压差ΔP""]}",突发性,"[""循环不稳定"", ""井底压力波动"", ""起下钻后变化""]",压力下降-流量上升,"[""孔隙压力"", ""密度ρ"", ""压差ΔP""]","[""泥浆池体积平衡"", ""PWD/MWD压"", ""测井解释""]",中,低~中,若不干预可能升级为严重漏失或全漏失，需及时采取控压与堵漏。,《井漏机理和对策》
MR_106,诱导裂缝/井壁破裂漏失-重度,诱导裂缝漏失,重度,"[""盐膏/软弱层"", ""井壁稳定性差""]","{""creep"": ""可能"", ""strength"": ""低""}","[""井壁失稳""]",诱导裂缝/井壁破裂漏,井壁失稳与裂缝扩展耦合，可导致漏失与井眼异常并存。 若伴随井壁扩径/塌陷等异常，漏失可能进一步加重。,若伴随井壁扩径/塌陷等异常，漏失可能进一步加重。,"{""logic"": ""see KeyParameters"", ""key"": [""井径变化"", ""井壁稳定"", ""返出量""]}",间歇性,"[""起下钻后变化"", ""返出量下降"", ""ECD升高""]",泵压波动-返出量波动,"[""井径变化"", ""井壁稳定"", ""返出量""]","[""泥浆池体积平衡"", ""立管压力/泵压监"", ""测井解释""]",高,中~高,可能伴随井壁稳定性问题，需要综合处理。,《井漏机理和对策》
MR_107,高渗透性基质漏失-轻度,渗透性漏失,轻度,"[""高渗透砂岩"", ""高孔隙砂岩""]","{""permeability"": ""中高"", ""porosity"": ""中等""}","[""多孔介质""]",高渗透性基质漏失-轻,钻井液在高渗透多孔介质中沿孔隙—喉道渗流进入地层造成漏失。 当井底压差增大或滤失控制不足时，渗透性漏失加剧。,当井底压差增大或滤失控制不足时，渗透性漏失加剧。,"{""logic"": ""see KeyParameters"", ""key"": [""渗透率k"", ""孔隙度φ"", ""压差ΔP""]}",逐步加剧,"[""循环不稳定"", ""泥浆池体积减少"", ""泵压下降""]",压力下降-流量上升,"[""渗透率k"", ""孔隙度φ"", ""压差ΔP""]","[""泥浆池体积平衡"", ""进出流量监测"", ""测井解释""]",低,低~中,可通过降低ECD与滤失控制措施缓解；必要时配合堵漏。,《井漏机理和对策》
MR_108,诱导裂缝/井壁破裂漏失-重度,诱导裂缝漏失,重度,"[""完整致密地层"", ""低渗砂岩""]","{""intact"": ""是"", ""permeability"": ""低""}","[""完整地层""]",诱导裂缝/井壁破裂漏,当井底压力超过地层破裂压力，诱导新裂缝起裂并导致漏失。 ECD>破裂压力是诱导裂缝漏失的必要条件之一。,ECD>破裂压力是诱导裂缝漏失的必要条件之一。,"{""logic"": ""see KeyParameters"", ""key"": [""破裂压力"", ""ECD"", ""密度ρ""]}",突发性,"[""泥浆池体积减少"", ""循环不稳定"", ""泵压下降""]",压力下降-流量上升,"[""破裂压力"", ""ECD"", ""密度ρ""]","[""进出流量监测"", ""立管压力/泵压监"", ""PWD/MWD压""]",高,中~高,可能伴随井壁稳定性问题，需要综合处理。,《井漏机理和对策》
MR_109,多孔/溶洞型漏失-中度,多孔-溶洞漏失,中度,"[""碳酸盐岩"", ""喀斯特储层""]","{""vuggy"": ""发育"", ""connectivity"": ""一般""}","[""溶洞"", ""孔洞""]",多孔/溶洞型漏失-中,钻井液进入孔洞/溶洞空间，因储集空间大导致漏失。 钻遇孔洞后返出量下降，压力响应异常，漏失率快速上升。,钻遇孔洞后返出量下降，压力响应异常，漏失率快速上升。,"{""logic"": ""see KeyParameters"", ""key"": [""孔洞尺度"", ""连通性"", ""返出量""]}",逐步加剧,"[""循环不稳定"", ""泵压下降"", ""起下钻后变化""]",泵压波动-返出量波动,"[""孔洞尺度"", ""连通性"", ""返出量""]","[""立管压力/泵压监"", ""PWD/MWD压"", ""测井解释""]",中,中,若不干预可能升级为严重漏失或全漏失，需及时采取控压与堵漏。,《井漏机理和对策》
MR_110,高渗透性基质漏失-中度,渗透性漏失,中度,"[""砂砾岩"", ""冲积砂砾层""]","{""permeability"": ""高"", ""porosity"": ""中高""}","[""高渗通道""]",高渗透性基质漏失-中,在高渗通道发育区，压差驱动渗流增强导致漏速升高。 提高排量或提高密度使井底压力上升，漏失率增加。,提高排量或提高密度使井底压力上升，漏失率增加。,"{""logic"": ""see KeyParameters"", ""key"": [""滤失量"", ""黏度"", ""排量Q""]}",缓慢持续,"[""起下钻后变化"", ""泵压下降"", ""井底压力波动""]",泵压波动-返出量波动,"[""滤失量"", ""黏度"", ""排量Q""]","[""泥浆池体积平衡"", ""立管压力/泵压监"", ""测井解释""]",中,中,可能伴随井壁稳定性问题，需要综合处理。,《井漏机理和对策》
MR_111,多孔/溶洞型漏失-中度,多孔-溶洞漏失,中度,"[""碳酸盐岩"", ""喀斯特储层""]","{""vuggy"": ""发育"", ""connectivity"": ""一般""}","[""溶洞"", ""孔洞""]",多孔/溶洞型漏失-中,钻井液进入孔洞/溶洞空间，因储集空间大导致漏失。 钻遇孔洞后返出量下降，压力响应异常，漏失率快速上升。,钻遇孔洞后返出量下降，压力响应异常，漏失率快速上升。,"{""logic"": ""see KeyParameters"", ""key"": [""孔洞尺度"", ""连通性"", ""返出量""]}",突发性,"[""起下钻后变化"", ""返出量下降"", ""泥浆池体积减少""]",压力下降-流量上升,"[""孔洞尺度"", ""连通性"", ""返出量""]","[""进出流量监测"", ""立管压力/泵压监"", ""PWD/MWD压""]",中,中,可能伴随井壁稳定性问题，需要综合处理。,《井漏机理和对策》
MR_112,高渗透性基质漏失-轻度,渗透性漏失,轻度,"[""高渗透砂岩"", ""高孔隙砂岩""]","{""permeability"": ""中高"", ""porosity"": ""中等""}","[""多孔介质""]",高渗透性基质漏失-轻,钻井液在高渗透多孔介质中沿孔隙—喉道渗流进入地层造成漏失。 当井底压差增大或滤失控制不足时，渗透性漏失加剧。,当井底压差增大或滤失控制不足时，渗透性漏失加剧。,"{""logic"": ""see KeyParameters"", ""key"": [""渗透率k"", ""孔隙度φ"", ""压差ΔP""]}",逐步加剧,"[""循环不稳定"", ""起下钻后变化"", ""泵压下降""]",压力稳定-池体积缓慢,"[""渗透率k"", ""孔隙度φ"", ""压差ΔP""]","[""PWD/MWD压"", ""进出流量监测"", ""立管压力/泵压监""]",低,低~中,可能伴随井壁稳定性问题，需要综合处理。,《井漏机理和对策》
MR_113,多孔/溶洞型漏失-中度,多孔-溶洞漏失,中度,"[""碳酸盐岩"", ""喀斯特储层""]","{""vuggy"": ""发育"", ""connectivity"": ""一般""}","[""溶洞"", ""孔洞""]",多孔/溶洞型漏失-中,钻井液进入孔洞/溶洞空间，因储集空间大导致漏失。 钻遇孔洞后返出量下降，压力响应异常，漏失率快速上升。,钻遇孔洞后返出量下降，压力响应异常，漏失率快速上升。,"{""logic"": ""see KeyParameters"", ""key"": [""孔洞尺度"", ""连通性"", ""返出量""]}",缓慢持续,"[""ECD升高"", ""循环不稳定"", ""井底压力波动""]",压力下降-流量上升,"[""孔洞尺度"", ""连通性"", ""返出量""]","[""立管压力/泵压监"", ""进出流量监测"", ""PWD/MWD压""]",中,中,可通过降低ECD与滤失控制措施缓解；必要时配合堵漏。,《井漏机理和对策》
MR_114,诱导裂缝/井壁破裂漏失-中度,诱导裂缝漏失,中度,"[""脆性页岩"", ""应力各向异性显著""]","{""brittle"": ""是"", ""anisotropy"": ""强""}","[""脆性裂缝""]",诱导裂缝/井壁破裂漏,泵启停或抽汲/激动压力引起瞬态超压，触发近井破裂。 压力脉动（surge/swab）可能使短时压力超过破裂压力。,压力脉动（surge/swab）可能使短时压力超过破裂压力。,"{""logic"": ""see KeyParameters"", ""key"": [""surge/swab"", ""泵启停"", ""压力波动""]}",突发性,"[""ECD升高"", ""起下钻后变化"", ""井底压力波动""]",返出量下降-池体积下,"[""surge/swab"", ""泵启停"", ""压力波动""]","[""进出流量监测"", ""泥浆池体积平衡"", ""测井解释""]",中高,中,若不干预可能升级为严重漏失或全漏失，需及时采取控压与堵漏。,《井漏机理和对策》
MR_115,高渗透性基质漏失-重度,渗透性漏失,重度,"[""薄互层储层"", ""中高渗透砂岩""]","{""permeability"": ""极高"", ""porosity"": ""高""}","[""层间渗透差异""]",高渗透性基质漏失-重,互层/非均质渗透差异使漏失呈间歇或分段增强。 采用更强滤失控制或降低压差可降低漏失。,采用更强滤失控制或降低压差可降低漏失。,"{""logic"": ""see KeyParameters"", ""key"": [""ECD"", ""密度ρ"", ""压差ΔP""]}",缓慢持续,"[""返出量下降"", ""泵压下降"", ""起下钻后变化""]",泵压波动-返出量波动,"[""ECD"", ""密度ρ"", ""压差ΔP""]","[""进出流量监测"", ""泥浆池体积平衡"", ""PWD/MWD压""]",中高,中~高,可能伴随井壁稳定性问题，需要综合处理。,《井漏机理和对策》
MR_116,多孔/溶洞型漏失-中度,多孔-溶洞漏失,中度,"[""碳酸盐岩"", ""喀斯特储层""]","{""vuggy"": ""发育"", ""connectivity"": ""一般""}","[""溶洞"", ""孔洞""]",多孔/溶洞型漏失-中,钻井液进入孔洞/溶洞空间，因储集空间大导致漏失。 钻遇孔洞后返出量下降，压力响应异常，漏失率快速上升。,钻遇孔洞后返出量下降，压力响应异常，漏失率快速上升。,"{""logic"": ""see KeyParameters"", ""key"": [""孔洞尺度"", ""连通性"", ""返出量""]}",逐步加剧,"[""循环不稳定"", ""ECD升高"", ""返出量下降""]",泵压波动-返出量波动,"[""孔洞尺度"", ""连通性"", ""返出量""]","[""测井解释"", ""立管压力/泵压监"", ""进出流量监测""]",中,中,可能伴随井壁稳定性问题，需要综合处理。,《井漏机理和对策》
MR_117,天然裂缝性漏失-重度,裂缝性漏失,重度,"[""断层破碎带"", ""应力敏感层段""]","{""fracture_density"": ""高"", ""aperture"": ""中""}","[""断层"", ""破碎带""]",天然裂缝性漏失-重度,断层破碎带裂缝连通性强，形成高导流通道导致漏失加剧。 排量变化、泵启停导致压力波动可触发裂缝开启/闭合。,排量变化、泵启停导致压力波动可触发裂缝开启/闭合。,"{""logic"": ""see KeyParameters"", ""key"": [""裂缝密度"", ""连通性"", ""压力波动""]}",突发性,"[""泥浆池体积减少"", ""井底压力波动"", ""返出量下降""]",返出量下降-池体积下,"[""裂缝密度"", ""连通性"", ""压力波动""]","[""立管压力/泵压监"", ""泥浆池体积平衡"", ""测井解释""]",高,中~高,可通过降低ECD与滤失控制措施缓解；必要时配合堵漏。,《井漏机理和对策》
MR_118,天然裂缝性漏失-重度,裂缝性漏失,重度,"[""断层破碎带"", ""应力敏感层段""]","{""fracture_density"": ""高"", ""aperture"": ""中""}","[""断层"", ""破碎带""]",天然裂缝性漏失-重度,断层破碎带裂缝连通性强，形成高导流通道导致漏失加剧。 排量变化、泵启停导致压力波动可触发裂缝开启/闭合。,排量变化、泵启停导致压力波动可触发裂缝开启/闭合。,"{""logic"": ""see KeyParameters"", ""key"": [""裂缝密度"", ""连通性"", ""压力波动""]}",间歇性,"[""ECD升高"", ""井底压力波动"", ""起下钻后变化""]",返出量下降-池体积下,"[""裂缝密度"", ""连通性"", ""压力波动""]","[""PWD/MWD压"", ""泥浆池体积平衡"", ""进出流量监测""]",高,中~高,若不干预可能升级为严重漏失或全漏失，需及时采取控压与堵漏。,《井漏机理和对策》
MR_119,多孔/溶洞型漏失-中度,多孔-溶洞漏失,中度,"[""碳酸盐岩"", ""喀斯特储层""]","{""vuggy"": ""发育"", ""connectivity"": ""一般""}","[""溶洞"", ""孔洞""]",多孔/溶洞型漏失-中,钻井液进入孔洞/溶洞空间，因储集空间大导致漏失。 钻遇孔洞后返出量下降，压力响应异常，漏失率快速上升。,钻遇孔洞后返出量下降，压力响应异常，漏失率快速上升。,"{""logic"": ""see KeyParameters"", ""key"": [""孔洞尺度"", ""连通性"", ""返出量""]}",突发性,"[""泵压下降"", ""ECD升高"", ""循环不稳定""]",压力稳定-池体积缓慢,"[""孔洞尺度"", ""连通性"", ""返出量""]","[""PWD/MWD压"", ""泥浆池体积平衡"", ""测井解释""]",中,中,可通过降低ECD与滤失控制措施缓解；必要时配合堵漏。,《井漏机理和对策》
MR_120,枯竭油气藏压差驱动漏失-中度,渗透性漏失,中度,"[""注采不平衡区"", ""压力异常低""]","{""pore_pressure"": ""低"", ""heterogeneity"": ""强""}","[""压力异常区""]",枯竭油气藏压差驱动漏,非均质压力场可能导致局部漏失与漏速波动。 监测流量与泥浆池体积可用于识别持续漏失。,监测流量与泥浆池体积可用于识别持续漏失。,"{""logic"": ""see KeyParameters"", ""key"": [""压力剖面"", ""流量"", ""池体积""]}",缓慢持续,"[""井底压力波动"", ""ECD升高"", ""返出量下降""]",返出量下降-池体积下,"[""压力剖面"", ""流量"", ""池体积""]","[""泥浆池体积平衡"", ""PWD/MWD压"", ""测井解释""]",中,低~中,可能伴随井壁稳定性问题，需要综合处理。,《井漏机理和对策》
MR_121,预防-ECD控制-3,多类型漏失,中度,"[""HPHT地层""]","{""stress"": ""瞬态压力控制""}","[""HPHT地层""]",预防-ECD控制-3,瞬态压力抑制；通过优化起下钻实现。,优化起下钻，切屑影响。,"{""logic"": ""SurgeSwab<limit""}",间歇,"[""ECD变化"", ""泵压波动"", ""池体积下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中,需配合 LCM 治理,《井漏机理和对策》
MR_122,诊断-天然裂缝-3,裂缝性漏失,重度,"[""层理裂缝发育层""]","{""stress"": ""应力敏感""}","[""层理裂缝发育层""]",诊断-天然裂缝-3,网络导流；通过泵启停实现。,泵启停，滤失控制不足。,"{""logic"": ""NaturalFractures==True""}",间歇,"[""池体积下降"", ""ECD变化"", ""压力恢复困难""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,低~中,需配合 LCM 治理,《井漏机理和对策》
MR_123,治理-LCM 桥堵-1,裂缝/溶洞漏失,重度,"[""裂缝地层""]","{""stress"": ""通道连通""}","[""裂缝地层""]",治理-LCM桥堵-1,桥堵；通过投加 LCM实现。,投加 LCM，颗粒级配。,"{""logic"": ""PSD匹配""}",缓慢,"[""返出量下降"", ""泵压波动"", ""ECD变化""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中,需配合 LCM 治理,《井漏机理和对策》
MR_124,诊断-高渗透基质-2,渗透性漏失,中度,"[""砾岩""]","{""stress"": ""未发生破裂""}","[""砾岩""]",诊断-高渗透基质-2,孔喉侵入；通过池体积持续下降实现。,池体积持续下降，低黏度。,"{""logic"": ""ΔP>threshold""}",持续,"[""返出量下降"", ""压力恢复困难"", ""池体积下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,低~中,需配合 LCM 治理,《井漏机理和对策》
MR_125,治理-LCM 桥堵-3,裂缝/溶洞漏失,重度,"[""孔洞-裂缝复合""]","{""stress"": ""需封堵""}","[""孔洞-裂缝复合""]",治理-LCM桥堵-3,维持承压；通过桥堵+封堵实现。,桥堵+封堵，可凝材料。,"{""logic"": ""SealStrength>ΔP""}",间歇,"[""返出量下降"", ""ECD变化"", ""池体积下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,低~中,需配合 LCM 治理,《井漏机理和对策》
MR_126,诊断-天然裂缝-3,裂缝性漏失,重度,"[""层理裂缝发育层""]","{""stress"": ""应力敏感""}","[""层理裂缝发育层""]",诊断-天然裂缝-3,网络导流；通过泵启停实现。,泵启停，滤失控制不足。,"{""logic"": ""NaturalFractures==True""}",持续,"[""压力恢复困难"", ""返出量下降"", ""泵压波动""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,低~中,需配合 LCM 治理,《井漏机理和对策》
MR_127,预防-ECD控制-3,多类型漏失,中度,"[""HPHT地层""]","{""stress"": ""瞬态压力控制""}","[""HPHT地层""]",预防-ECD控制-3,瞬态压力抑制；通过优化起下钻实现。,优化起下钻，切屑影响。,"{""logic"": ""SurgeSwab<limit""}",缓慢,"[""池体积下降"", ""压力恢复困难"", ""ECD变化""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,可通过参数优化缓解,《井漏机理和对策》
MR_128,诊断-高渗透基质-3,渗透性漏失,中度,"[""枯竭砂岩""]","{""stress"": ""压差驱动""}","[""枯竭砂岩""]",诊断-高渗透基质-3,压差驱动渗流；通过ECD 升高后返出下降实现。,ECD 升高后返出下降，滤失控制不足。,"{""logic"": ""FiltrateHigh==True""}",间歇,"[""ECD变化"", ""返出量下降"", ""压力恢复困难""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中,需配合 LCM 治理,《井漏机理和对策》
MR_129,治理-LCM 桥堵-3,裂缝/溶洞漏失,重度,"[""孔洞-裂缝复合""]","{""stress"": ""需封堵""}","[""孔洞-裂缝复合""]",治理-LCM桥堵-3,维持承压；通过桥堵+封堵实现。,桥堵+封堵，可凝材料。,"{""logic"": ""SealStrength>ΔP""}",突发,"[""池体积下降"", ""ECD变化"", ""压力恢复困难""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,可通过参数优化缓解,《井漏机理和对策》
MR_130,诊断-天然裂缝-3,裂缝性漏失,重度,"[""层理裂缝发育层""]","{""stress"": ""应力敏感""}","[""层理裂缝发育层""]",诊断-天然裂缝-3,网络导流；通过泵启停实现。,泵启停，滤失控制不足。,"{""logic"": ""NaturalFractures==True""}",持续,"[""ECD变化"", ""压力恢复困难"", ""返出量下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,可能升级为全漏失,《井漏机理和对策》
MR_131,治理-LCM 桥堵-3,裂缝/溶洞漏失,重度,"[""孔洞-裂缝复合""]","{""stress"": ""需封堵""}","[""孔洞-裂缝复合""]",治理-LCM桥堵-3,维持承压；通过桥堵+封堵实现。,桥堵+封堵，可凝材料。,"{""logic"": ""SealStrength>ΔP""}",间歇,"[""返出量下降"", ""池体积下降"", ""压力恢复困难""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,需配合 LCM 治理,《井漏机理和对策》
MR_132,诊断-天然裂缝-2,裂缝性漏失,重度,"[""断层破碎带""]","{""stress"": ""裂缝开启压力低""}","[""断层破碎带""]",诊断-天然裂缝-2,裂缝扩展；通过排量增加实现。,排量增加，密度偏高。,"{""logic"": ""ΔP波动""}",缓慢,"[""压力恢复困难"", ""池体积下降"", ""返出量下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,可通过参数优化缓解,《井漏机理和对策》
MR_133,诊断-高渗透基质-3,渗透性漏失,中度,"[""枯竭砂岩""]","{""stress"": ""压差驱动""}","[""枯竭砂岩""]",诊断-高渗透基质-3,压差驱动渗流；通过ECD 升高后返出下降实现。,ECD 升高后返出下降，滤失控制不足。,"{""logic"": ""FiltrateHigh==True""}",缓慢,"[""压力恢复困难"", ""ECD变化"", ""返出量下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,低~中,可通过参数优化缓解,《井漏机理和对策》
MR_134,预防-ECD控制-1,多类型漏失,中度,"[""压力窗口狭窄层""]","{""stress"": ""破裂-孔隙压力接近""}","[""压力窗口狭窄层""]",预防-ECD控制-1,ECD 管控；通过调控排量实现。,调控排量，流变优化。,"{""logic"": ""ECD<FracP""}",持续,"[""压力恢复困难"", ""池体积下降"", ""ECD变化""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,可能升级为全漏失,《井漏机理和对策》
MR_135,治理-LCM 桥堵-3,裂缝/溶洞漏失,重度,"[""孔洞-裂缝复合""]","{""stress"": ""需封堵""}","[""孔洞-裂缝复合""]",治理-LCM桥堵-3,维持承压；通过桥堵+封堵实现。,桥堵+封堵，可凝材料。,"{""logic"": ""SealStrength>ΔP""}",缓慢,"[""泵压波动"", ""压力恢复困难"", ""返出量下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,低~中,需配合 LCM 治理,《井漏机理和对策》
MR_136,治理-LCM 桥堵-1,裂缝/溶洞漏失,重度,"[""裂缝地层""]","{""stress"": ""通道连通""}","[""裂缝地层""]",治理-LCM桥堵-1,桥堵；通过投加 LCM实现。,投加 LCM，颗粒级配。,"{""logic"": ""PSD匹配""}",缓慢,"[""ECD变化"", ""返出量下降"", ""压力恢复困难""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,可能升级为全漏失,《井漏机理和对策》
MR_137,预防-ECD控制-1,多类型漏失,中度,"[""压力窗口狭窄层""]","{""stress"": ""破裂-孔隙压力接近""}","[""压力窗口狭窄层""]",预防-ECD控制-1,ECD 管控；通过调控排量实现。,调控排量，流变优化。,"{""logic"": ""ECD<FracP""}",突发,"[""池体积下降"", ""ECD变化"", ""压力恢复困难""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,需配合 LCM 治理,《井漏机理和对策》
MR_138,治理-LCM 桥堵-2,裂缝/溶洞漏失,极重度,"[""溶洞地层""]","{""stress"": ""开度可桥""}","[""溶洞地层""]",治理-LCM桥堵-2,封堵；通过分级颗粒实现。,分级颗粒，纤维协同。,"{""logic"": ""FiberAssist==True""}",突发,"[""泵压波动"", ""返出量下降"", ""池体积下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,低~中,可通过参数优化缓解,《井漏机理和对策》
MR_139,诊断-天然裂缝-2,裂缝性漏失,重度,"[""断层破碎带""]","{""stress"": ""裂缝开启压力低""}","[""断层破碎带""]",诊断-天然裂缝-2,裂缝扩展；通过排量增加实现。,排量增加，密度偏高。,"{""logic"": ""ΔP波动""}",间歇,"[""泵压波动"", ""ECD变化"", ""返出量下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,可通过参数优化缓解,《井漏机理和对策》
MR_140,治理-LCM 桥堵-3,裂缝/溶洞漏失,重度,"[""孔洞-裂缝复合""]","{""stress"": ""需封堵""}","[""孔洞-裂缝复合""]",治理-LCM桥堵-3,维持承压；通过桥堵+封堵实现。,桥堵+封堵，可凝材料。,"{""logic"": ""SealStrength>ΔP""}",持续,"[""压力恢复困难"", ""池体积下降"", ""ECD变化""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中~高,可能升级为全漏失,《井漏机理和对策》
MR_141,治理-LCM 桥堵-3,裂缝/溶洞漏失,重度,"[""孔洞-裂缝复合""]","{""stress"": ""需封堵""}","[""孔洞-裂缝复合""]",治理-LCM桥堵-3,维持承压；通过桥堵+封堵实现。,桥堵+封堵，可凝材料。,"{""logic"": ""SealStrength>ΔP""}",间歇,"[""泵压波动"", ""压力恢复困难"", ""ECD变化""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,可通过参数优化缓解,《井漏机理和对策》
MR_142,诊断-高渗透基质-3,渗透性漏失,中度,"[""枯竭砂岩""]","{""stress"": ""压差驱动""}","[""枯竭砂岩""]",诊断-高渗透基质-3,压差驱动渗流；通过ECD 升高后返出下降实现。,ECD 升高后返出下降，滤失控制不足。,"{""logic"": ""FiltrateHigh==True""}",间歇,"[""ECD变化"", ""泵压波动"", ""返出量下降""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,可能升级为全漏失,《井漏机理和对策》
